Issuer/Borrower Name;"Nation
Region
Description";Matched Region
Universal Music Group Inc;"Americas
North America";North America
Tops Hldg Kk;Japan;Asia
AMETEK Inc;"Americas
North America";North America
Blucora Inc;"Americas
North America";North America
Boyne;"Americas
North America";North America
Bulk Nordic Oshima Corp;"Americas
North America";North America
Dare Foods Ltd;"Americas
North America";North America
Elizabethtown Gas Co;"Americas
North America";North America
LaSalle LOGIPORT REIT;Japan;Asia
Shanghai Yuyuan Tourist Mart;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Midw Gaming & Ent Llc;"Americas
North America";North America
Exxaro Resources Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Goldman Sachs Asset Mgmt LP;"Americas
North America";North America
Life Land Co Ltd;Japan;Asia
Indinfravit Trust;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Hong Fok Land Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Ef-On Mibu Co Ltd;Japan;Asia
77 & 79 EDR Inc;"Americas
North America";North America
Investment Energy Resources;"Americas
Caribbean";Latin America
BC Trafalgar LP;"Americas
North America";North America
BGAI Finance Co Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Lydall Inc;"Americas
North America";North America
S&P Global Inc;"Americas
North America";North America
Grayson Mill Energy II LLC;"Americas
North America";North America
Longxin Haicheng Re;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Northern Bridge & Mat Rentals;"Americas
North America";North America
NuVista Energy Ltd;"Americas
North America";North America
Savers Inc;"Americas
North America";North America
Toei Co Ltd;Japan;Asia
Hr Path & Co;"Europe
Western Europe";Western Europe
Accenture PLC;"Europe
Western Europe";Western Europe
Invesco Ltd;"Americas
North America";North America
Hangzhou Dexin Linchen Re Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Compact Bidco;"Europe
Western Europe";Western Europe
Arata Corp;Japan;Asia
Butsuryu System Co Ltd;Japan;Asia
Panealba Srl;"Europe
Western Europe";Western Europe
Nl Ventures Xi LP;"Americas
North America";North America
Alidade Capital Fund Iv Lp;"Americas
North America";North America
Cella Uk Ppty Unit Tr 1;"Europe
Western Europe";Western Europe
Suntec REIT UK 1 Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Streck Inc;"Americas
North America";North America
Ningbo Hung Tai Property;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Adaro Energy Tbk PT;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Precisely Hldg LLC;"Americas
North America";North America
RadNet Inc;"Americas
North America";North America
GfK SE;"Europe
Western Europe";Western Europe
Kissner Milling Co Ltd;"Americas
North America";North America
The Execu/Search Group LLC;"Americas
North America";North America
Broadridge Finl Solutions Inc;"Americas
North America";North America
EQT Corp;"Americas
North America";North America
Blackrock Capital Invest Corp;"Americas
North America";North America
CEI SpA;"Europe
Western Europe";Western Europe
Georg Von Holtzbrinck Gmbh;"Europe
Western Europe";Western Europe
Spower Northpeak Finco LLC;"Americas
North America";North America
Fargeot & Cie SAS;"Europe
Western Europe";Western Europe
Geisinger Health System;"Americas
North America";North America
Altron Finance(Pty)Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Indusind Bank Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
The Japan Atomic Power Co;Japan;Asia
Abent 3T SAPI de CV;"Americas
Central America";Latin America
Pepco Group BV;"Europe
Western Europe";Western Europe
Power 202 Bus Pk Llc;"Americas
North America";North America
Greenville-Npointe Assoc LLC;"Americas
North America";North America
Cypher Bidco Bv;"Europe
Western Europe";Western Europe
Made2Manage Systems Inc;"Americas
North America";North America
Trumark Homes Llc;"Americas
North America";North America
Longroad Solar Capital LLC;"Americas
North America";North America
Printpack Inc;"Americas
North America";North America
Federal Democratic Republic Of;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
RioCan REIT;"Americas
North America";North America
St Louis Cardinals;"Americas
North America";North America
Sanderson Farms Inc;"Americas
North America";North America
SP Group;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Sundance Energy Inc;"Americas
North America";North America
Tarkett SA;"Europe
Western Europe";Western Europe
United Leasing Inc;"Americas
North America";North America
Burton Plumbing Services LLC;"Americas
North America";North America
Shimao Group Holdings Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Ramsay Generale de Sante SA;"Europe
Western Europe";Western Europe
Opal Acquisition Inc;"Americas
North America";North America
Arc Document Solutions Inc;"Americas
North America";North America
American Woodmark Corp;"Americas
North America";North America
Securly Inc;"Americas
North America";North America
Adapthealth Holdings LLC;"Americas
North America";North America
Montana I (BVI) Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Cartessa Aesthetics Llc;"Americas
North America";North America
Crh Med Corp;"Americas
North America";North America
Patrick Morin Inc;"Americas
North America";North America
Florida Residential Funding;"Americas
North America";North America
Cntrle Solaire Arue 1;"Europe
Western Europe";Western Europe
Pays De Gex Energies;"Europe
Western Europe";Western Europe
Iseki & Co Ltd;Japan;Asia
Beijing Jingu Chuangxin Re Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Phibro Animal Health Corp;"Americas
North America";North America
Caesars Cayman Finance Ltd;"Americas
North America";North America
MTY Food Group Inc;"Americas
North America";North America
HSRE Coyote Hill Owner LLC;"Americas
North America";North America
Wuyi Ruixing Re Dvlp Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Terrenos Y Vasijas Sa;"Europe
Western Europe";Western Europe
Pala Band of Mission Indians;"Americas
North America";North America
SSM1 Canada LP;"Americas
North America";North America
Prime Asset Holdings Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Rogers Communications Inc;"Americas
North America";North America
EF Solare Italia PV Portfolio;"Europe
Western Europe";Western Europe
Severn Trent PLC;"Europe
Western Europe";Western Europe
SingTel Group Treasury Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Wilmar International Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Agilent Technologies Inc;"Americas
North America";North America
China Biologic Prod Hldg Inc;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Frasers Property AHL Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Logoplaste Consultores Tec;"Europe
Western Europe";Western Europe
KNS Acquisition Corp;"Americas
North America";North America
Ob Hospitalist Group Inc;"Americas
North America";North America
UPC Broadband Holding BV;"Europe
Western Europe";Western Europe
United Airlines Inc;"Americas
North America";North America
Alfa Laval AB;"Europe
Western Europe";Western Europe
Biocon Sdn Bhd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Charles River Labs Intl Inc;"Americas
North America";North America
Coop Danmark A/S;"Europe
Western Europe";Western Europe
Iberdrola Financiacion SA;"Europe
Western Europe";Western Europe
Sonnedix France SAS;"Europe
Western Europe";Western Europe
Canam Huntley LLC;"Americas
North America";North America
Anemus Wind Complex Project;"Americas
South America";Latin America
American Fork Investors;"Americas
North America";North America
GK Succeed Seto;Japan;Asia
Penn State Health;"Americas
North America";North America
Grupo Vitalmex SA de CV;"Americas
Central America";Latin America
Aliakmonas Shipping Corp;"Americas
North America";North America
Tyler Technologies Inc;"Americas
North America";North America
WinCo Foods Inc;"Americas
North America";North America
Alphabet Inc;"Americas
North America";North America
Liang Lian Industries Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
UPL Corp Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Watermill Express LLC;"Americas
North America";North America
Patrick Industries Inc;"Americas
North America";North America
Bharti Airtel Intl;"Europe
Western Europe";Western Europe
J&E Precision Tool Hldg LLC;"Americas
North America";North America
Cap Vert Energie Solar;"Europe
Western Europe";Western Europe
DR Horton Inc;"Americas
North America";North America
Eminent Luggage Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Nortegas Energia Grupo Sl;"Europe
Western Europe";Western Europe
Gasnor AS;"Europe
Western Europe";Western Europe
Clarion Housing Group Ltd;"Europe
Western Europe";Western Europe
Kilroy Realty LP;"Americas
North America";North America
Auto Lenders Liquidation Ctr;"Americas
North America";North America
Project Essential Bidco Inc;"Americas
North America";North America
Trafigura Invest (China) Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
SYNLAB International GmbH;"Europe
Western Europe";Western Europe
Socri Reim;"Europe
Western Europe";Western Europe
Suzhou High-Tech Zone Hekun;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Epoch Capital Invests Bv;"Europe
Western Europe";Western Europe
Nova Chemicals Corp;"Americas
North America";North America
Yamahachi Shoji;Japan;Asia
Project Metro Hldg;"Europe
Western Europe";Western Europe
Ibis Bidco Ltd;"Europe
Western Europe";Western Europe
VT Services Inc;"Americas
North America";North America
Sunningdale Tech Penang Sdn;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Dell Finl Svcs Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
NP Bethel Industrial LLC;"Americas
North America";North America
Sofia Airport Privatization;"Eastern Europe
Europe";Central and Eastern Europe
Russell Invests Grp Llc;"Americas
North America";North America
Rohm Holding GmbH;"Europe
Western Europe";Western Europe
Corsearch Inc;"Americas
North America";North America
Tesseract Holdings Ltd;"Europe
Western Europe";Western Europe
Hannon Armstrong;"Americas
North America";North America
Implantable Provider Group Inc;"Americas
North America";North America
Milk Mantra Dairy Pvt Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Evergrow For Specialty;"Africa/Middle East/Central Asia
North Africa";Africa
Atlas Terminals Intermediate;"Americas
North America";North America
Mayfair Mall LLC;"Americas
North America";North America
MHC Operating LP;"Americas
North America";North America
295 E Ocotillo Road Llc;"Americas
North America";North America
Project Roots;"Europe
Western Europe";Western Europe
Lishui Jingxin Re Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Ooredoo QPSC;"Africa/Middle East/Central Asia
Middle East";Africa
Raymond James Financial Inc;"Americas
North America";North America
KHK METALLOINVEST AO;"Eastern Europe
Europe";Central and Eastern Europe
Tenet Healthcare Corp;"Americas
North America";North America
KH Neochem Co Ltd;Japan;Asia
Voxx International Corp;"Americas
North America";North America
Winebow Inc;"Americas
North America";North America
Zhejiang Hengyi High&New;"Asia-Pacific (ex Central Asia)
North Asia";Asia
EPS NASS Parent Inc;"Americas
North America";North America
Independent Vetcare Ltd;"Europe
Western Europe";Western Europe
Epoch Co Ltd;Japan;Asia
PT Hoegh LNG Lampung;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Storable Inc;"Americas
North America";North America
Zongtai Real Estate Dvlp Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
RR Donnelley & Sons Co;"Americas
North America";North America
OSI Restaurant Partners LLC;"Americas
North America";North America
SYNNEX Corp;"Americas
North America";North America
TI Automotive Ltd;"Europe
Western Europe";Western Europe
Cooper Ltd;"Europe
Western Europe";Western Europe
Chromaflo Tech Llc;"Americas
North America";North America
Boyaca Navigation Inc;"Americas
South America";Latin America
Calabrio Inc;"Americas
North America";North America
Heartland Consumer Prod Hldg;"Americas
North America";North America
Commercial Estates Group Ltd;"Europe
Western Europe";Western Europe
Enviva Partners LP;"Americas
North America";North America
Ethylene XXI;"Americas
Central America";Latin America
Evriholder Products LLC;"Americas
North America";North America
Federal Realty Invstmnt Trust;"Americas
North America";North America
Forestar Group Inc;"Americas
North America";North America
Priority Ambulance LLC;"Americas
North America";North America
Hongkong Land Holdings Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Swiftsure Housing Partners LLC;"Americas
North America";North America
Cepe Cerisou;"Europe
Western Europe";Western Europe
1298453 BC Ltd;"Americas
North America";North America
Loblaw Cos Ltd;"Americas
North America";North America
Mockingbird Acquisition Co Inc;"Americas
North America";North America
Taian Hehai Thermal Power Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Suzhou Kaiquan Entrp Mgmt Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Momentum Telecom Inc;"Americas
North America";North America
NutriSystem Inc;"Americas
North America";North America
Edgewood Health Network Inc;"Americas
North America";North America
Qiqihar Jiayixiang Food Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
SilverBow Resources Inc;"Americas
North America";North America
Tory Burch LLC;"Americas
North America";North America
Ike Grupo Empresarial;"Americas
Central America";Latin America
First Resources Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
